#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
462553	853550	855089	33842	35242	YJR088C	YMR067C	EMC2	UBX4	-	CUI1	Phenotypic Enhancement	genetic	Jonikas MC (2009)	19325107	559292	559292	High Throughput	-	-	protein/peptide accumulation	-	-	BioGRID
462807	855089	853550	35242	33842	YMR067C	YJR088C	UBX4	EMC2	CUI1	-	Phenotypic Enhancement	genetic	Jonikas MC (2009)	19325107	559292	559292	High Throughput	-	-	protein/peptide accumulation	-	-	BioGRID
462808	855196	853550	35338	33842	YMR161W	YJR088C	HLJ1	EMC2	-	-	Phenotypic Enhancement	genetic	Jonikas MC (2009)	19325107	559292	559292	High Throughput	-	-	protein/peptide accumulation	-	-	BioGRID
462809	852586	853550	32977	33842	YBR283C	YJR088C	SSH1	EMC2	-	-	Phenotypic Enhancement	genetic	Jonikas MC (2009)	19325107	559292	559292	High Throughput	-	-	protein/peptide accumulation	-	-	BioGRID
462810	851542	853550	32035	33842	YDL020C	YJR088C	RPN4	EMC2	UFD5|SON1	-	Phenotypic Enhancement	genetic	Jonikas MC (2009)	19325107	559292	559292	High Throughput	-	-	protein/peptide accumulation	-	-	BioGRID
462811	856738	853550	36751	33842	YER018C	YJR088C	SPC25	EMC2	-	-	Phenotypic Enhancement	genetic	Jonikas MC (2009)	19325107	559292	559292	High Throughput	-	-	protein/peptide accumulation	-	-	BioGRID
462968	853550	852586	33842	32977	YJR088C	YBR283C	EMC2	SSH1	-	-	Phenotypic Enhancement	genetic	Jonikas MC (2009)	19325107	559292	559292	High Throughput	-	-	protein/peptide accumulation	-	-	BioGRID
512468	855466	853550	35584	33842	YNL255C	YJR088C	GIS2	EMC2	-	-	Affinity Capture-RNA	physical	Scherrer T (2011)	21232131	559292	559292	High Throughput	-	-	-	-	-	BioGRID
513401	854156	853550	34398	33842	YOL006C	YJR088C	TOP1	EMC2	MAK17|MAK1	-	Synthetic Growth Defect	genetic	Reid RJ (2011)	21173034	559292	559292	High Throughput	-	-	vegetative growth|metal resistance	Identified by SPA (Synthetic Ploidy Ablation)in the presence of copper induction	-	BioGRID
530944	853550	853353	33842	33665	YJR088C	YJL092W	EMC2	SRS2	-	HPR5	Dosage Lethality	genetic	Leon Ortiz AM (2011)	21459050	559292	559292	High Throughput	-	-	inviable|colony size	High Throughput: Three synthetic dosage lethality screens were carried out to identify genes required for cell viability upon overexpression of SRS2 and/or its helicase mutants srs2-K41A and srs2-K41R.	-	BioGRID
572145	850620	853550	31215	33842	YLL039C	YJR088C	UBI4	EMC2	SCD2|UB14	-	Affinity Capture-MS	physical	Hitchcock AL (2003)	14557538	559292	559292	High Throughput	-	-	-	His-Myc-tagged ubiquitin was used to identify potential ubiquitin conjugated substrates (see supplementary Table 3).|211 ubiquitinated membrane-associated proteins were identified.	-	BioGRID
579017	853550	852560	33842	32953	YJR088C	YBR257W	EMC2	POP4	-	-	Negative Genetic	genetic	Hoppins S (2011)	21987634	559292	559292	High Throughput	-4.45151397	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).  The authors constructed a mitochondrial-focused genetic interaction map (the MITO-MAP).	-	BioGRID
579051	853550	852586	33842	32977	YJR088C	YBR283C	EMC2	SSH1	-	-	Negative Genetic	genetic	Hoppins S (2011)	21987634	559292	559292	High Throughput	-7.129902741	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).  The authors constructed a mitochondrial-focused genetic interaction map (the MITO-MAP).	-	BioGRID
579139	853550	850325	33842	30951	YJR088C	YCL032W	EMC2	STE50	-	-	Positive Genetic	genetic	Hoppins S (2011)	21987634	559292	559292	High Throughput	2.915779925	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).  The authors constructed a mitochondrial-focused genetic interaction map (the MITO-MAP).	-	BioGRID
579710	853550	851589	33842	32075	YJR088C	YDR025W	EMC2	RPS11A	-	-	Negative Genetic	genetic	Hoppins S (2011)	21987634	559292	559292	High Throughput	-3.48683814	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).  The authors constructed a mitochondrial-focused genetic interaction map (the MITO-MAP).	-	BioGRID
579841	853550	851646	33842	32129	YJR088C	YDR074W	EMC2	TPS2	-	PFK3|HOG2	Negative Genetic	genetic	Hoppins S (2011)	21987634	559292	559292	High Throughput	-3.592808989	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).  The authors constructed a mitochondrial-focused genetic interaction map (the MITO-MAP).	-	BioGRID
579894	853550	851686	33842	32166	YJR088C	YDR108W	EMC2	TRS85	-	GSG1|MUM1	Negative Genetic	genetic	Hoppins S (2011)	21987634	559292	559292	High Throughput	-2.648978191	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).  The authors constructed a mitochondrial-focused genetic interaction map (the MITO-MAP).	-	BioGRID
579981	853550	851719	33842	32195	YJR088C	YDR141C	EMC2	DOP1	-	-	Negative Genetic	genetic	Hoppins S (2011)	21987634	559292	559292	High Throughput	-3.399447262	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).  The authors constructed a mitochondrial-focused genetic interaction map (the MITO-MAP).	-	BioGRID
580283	853550	851910	33842	32368	YJR088C	YDR315C	EMC2	IPK1	-	GSL1	Negative Genetic	genetic	Hoppins S (2011)	21987634	559292	559292	High Throughput	-5.26290977	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).  The authors constructed a mitochondrial-focused genetic interaction map (the MITO-MAP).	-	BioGRID
581164	853550	856817	33842	36828	YJR088C	YER083C	EMC2	GET2	-	RMD7|HUR2	Negative Genetic	genetic	Hoppins S (2011)	21987634	559292	559292	High Throughput	-4.778911022	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).  The authors constructed a mitochondrial-focused genetic interaction map (the MITO-MAP).	-	BioGRID
581765	853550	852872	33842	33234	YJR088C	YGL012W	EMC2	ERG4	-	-	Negative Genetic	genetic	Hoppins S (2011)	21987634	559292	559292	High Throughput	-2.701119893	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).  The authors constructed a mitochondrial-focused genetic interaction map (the MITO-MAP).	-	BioGRID
581810	853550	852864	33842	33226	YJR088C	YGL020C	EMC2	GET1	-	MDM39	Negative Genetic	genetic	Hoppins S (2011)	21987634	559292	559292	High Throughput	-6.413659395	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).  The authors constructed a mitochondrial-focused genetic interaction map (the MITO-MAP).	-	BioGRID
582568	853550	853061	33842	33405	YJR088C	YGR157W	EMC2	CHO2	-	PEM1	Negative Genetic	genetic	Hoppins S (2011)	21987634	559292	559292	High Throughput	-6.002907088	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).  The authors constructed a mitochondrial-focused genetic interaction map (the MITO-MAP).	-	BioGRID
583237	853550	854718	33842	34902	YJR088C	YIL090W	EMC2	ICE2	-	-	Negative Genetic	genetic	Hoppins S (2011)	21987634	559292	559292	High Throughput	-3.566106758	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).  The authors constructed a mitochondrial-focused genetic interaction map (the MITO-MAP).	-	BioGRID
583651	853550	853293	33842	33610	YJR088C	YJL148W	EMC2	RPA34	-	-	Negative Genetic	genetic	Hoppins S (2011)	21987634	559292	559292	High Throughput	-2.521470868	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).  The authors constructed a mitochondrial-focused genetic interaction map (the MITO-MAP).	-	BioGRID
583905	853581	853550	33873	33842	YJR117W	YJR088C	STE24	EMC2	AFC1|PIO2	-	Negative Genetic	genetic	Hoppins S (2011)	21987634	559292	559292	High Throughput	-5.04327904	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).  The authors constructed a mitochondrial-focused genetic interaction map (the MITO-MAP).	-	BioGRID
583906	853741	853550	34016	33842	YKL119C	YJR088C	VPH2	EMC2	CLS10|VMA12	-	Positive Genetic	genetic	Hoppins S (2011)	21987634	559292	559292	High Throughput	3.118498727	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).  The authors constructed a mitochondrial-focused genetic interaction map (the MITO-MAP).	-	BioGRID
583907	854042	853550	34293	33842	YOL108C	YJR088C	INO4	EMC2	-	-	Negative Genetic	genetic	Hoppins S (2011)	21987634	559292	559292	High Throughput	-2.975934452	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).  The authors constructed a mitochondrial-focused genetic interaction map (the MITO-MAP).	-	BioGRID
583914	853550	853581	33842	33873	YJR088C	YJR117W	EMC2	STE24	-	AFC1|PIO2	Negative Genetic	genetic	Hoppins S (2011)	21987634	559292	559292	High Throughput	-5.04327904	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).  The authors constructed a mitochondrial-focused genetic interaction map (the MITO-MAP).	-	BioGRID
583984	853550	853595	33842	33886	YJR088C	YJR131W	EMC2	MNS1	-	-	Negative Genetic	genetic	Hoppins S (2011)	21987634	559292	559292	High Throughput	-3.354138553	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).  The authors constructed a mitochondrial-focused genetic interaction map (the MITO-MAP).	-	BioGRID
584226	853550	853741	33842	34016	YJR088C	YKL119C	EMC2	VPH2	-	CLS10|VMA12	Positive Genetic	genetic	Hoppins S (2011)	21987634	559292	559292	High Throughput	3.118498727	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).  The authors constructed a mitochondrial-focused genetic interaction map (the MITO-MAP).	-	BioGRID
585416	853550	851085	33842	31630	YJR088C	YLR370C	EMC2	ARC18	-	-	Positive Genetic	genetic	Hoppins S (2011)	21987634	559292	559292	High Throughput	2.884224638	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).  The authors constructed a mitochondrial-focused genetic interaction map (the MITO-MAP).	-	BioGRID
586339	853550	855242	33842	35380	YJR088C	YMR202W	EMC2	ERG2	-	END11	Negative Genetic	genetic	Hoppins S (2011)	21987634	559292	559292	High Throughput	-3.489927126	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).  The authors constructed a mitochondrial-focused genetic interaction map (the MITO-MAP).	-	BioGRID
586887	853550	855647	33842	35746	YJR088C	YNL077W	EMC2	APJ1	-	-	Negative Genetic	genetic	Hoppins S (2011)	21987634	559292	559292	High Throughput	-3.479244367	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).  The authors constructed a mitochondrial-focused genetic interaction map (the MITO-MAP).	-	BioGRID
587789	853550	854042	33842	34293	YJR088C	YOL108C	EMC2	INO4	-	-	Negative Genetic	genetic	Hoppins S (2011)	21987634	559292	559292	High Throughput	-2.975934452	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).  The authors constructed a mitochondrial-focused genetic interaction map (the MITO-MAP).	-	BioGRID
589077	853550	856160	33842	36223	YJR088C	YPR047W	EMC2	MSF1	-	-	Negative Genetic	genetic	Hoppins S (2011)	21987634	559292	559292	High Throughput	-2.581497223	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).  The authors constructed a mitochondrial-focused genetic interaction map (the MITO-MAP).	-	BioGRID
641271	855538	853550	35649	33842	YNL183C	YJR088C	NPR1	EMC2	-	-	Negative Genetic	genetic	Sharifpoor S (2012)	22282571	559292	559292	High Throughput	-0.17	-	vegetative growth|colony size	<= -0.12,  interaction detected by Synthetic Genetic Array (SGA)	-	BioGRID
